client_id,contract_count,contract_value,collected,any_contract_case_number,any_contract_status,any_contract_delinquency
0365b2ff-d22a-4465-85f8-6823413453a0,0,NULL,0,NULL,NULL,NULL
0376a56d-cb45-4e52-8ccc-c213e5f506ea,0,NULL,0,NULL,NULL,NULL
0385a507-cd64-4ce4-bbd0-28917c7bc014,0,NULL,0,NULL,NULL,NULL
039cfc34-cac5-4d90-8dc7-fc279fa695d3,0,NULL,0,NULL,NULL,NULL
03a540fb-11f8-42a9-b47f-09da7de3593f,0,NULL,0,NULL,NULL,NULL
03a80d56-94ab-4b78-8255-26397d398273,0,NULL,0,NULL,NULL,NULL
03cd9594-641b-4801-ae2e-db2a42329528,0,NULL,0,NULL,NULL,NULL
03cfa334-7dba-4726-8d23-f2b97c3cdebe,0,NULL,0,NULL,NULL,NULL
03d9cd1a-5e26-4090-b5c8-452037c59e3e,0,NULL,0,NULL,NULL,NULL
03e3bcca-1ea7-421a-8a17-201eddcf281b,0,NULL,0,NULL,NULL,NULL
03e8565a-5e2a-40a0-914c-5bc9a2d47a16,0,NULL,0,NULL,NULL,NULL
03f94d94-04e4-4fc2-a988-5906edbe50ab,0,NULL,0,NULL,NULL,NULL
040a7263-8acb-46c3-a292-999e9a787acf,0,NULL,0,NULL,NULL,NULL
040da9d1-a68c-454c-8156-145ec53a5726,0,NULL,0,NULL,NULL,NULL
040df5b8-5b52-4fa2-bb91-48bb94d04196,0,NULL,0,NULL,NULL,NULL
041a3f82-de62-4da2-9ba9-53954b4f0f5f,0,NULL,0,NULL,NULL,NULL
0420e7cc-f3a9-4601-a573-e3059524d03d,0,NULL,0,NULL,NULL,NULL
04374d44-6bd9-493e-a427-08a4178ae7c0,0,NULL,0,NULL,NULL,NULL
045227d4-4420-4233-a02c-fecaadca10d7,0,NULL,0,NULL,NULL,NULL
0454467b-eca6-4f6c-9171-b0bef776b94a,0,NULL,0,NULL,NULL,NULL
047d26e3-7b35-438b-ade3-16b3fa3d0f42,0,NULL,0,NULL,NULL,NULL
0484fdc8-c489-47cd-b960-ce11c2053b6a,0,NULL,0,NULL,NULL,NULL
0489e8be-b815-4537-b53b-681c34135903,0,NULL,0,NULL,NULL,NULL
048d21f9-0c7b-4596-a1b7-cf99da9bc38c,0,NULL,0,NULL,NULL,NULL
0492d552-67ae-45f0-9fa1-040574a810ca,0,NULL,0,NULL,NULL,NULL
049485ea-1036-4095-aa01-344cf4c46e25,0,NULL,0,NULL,NULL,NULL
0497477e-7667-4757-8012-8ff69280c8e2,0,NULL,0,NULL,NULL,NULL
04a74b44-eeee-4009-87bb-25f8e7747dbe,0,NULL,0,NULL,NULL,NULL
04aac0c4-e367-422b-9e6c-3c59e3b66e77,0,NULL,0,NULL,NULL,NULL
04bc3967-662c-485c-a43b-39912770cea4,0,NULL,0,NULL,NULL,NULL
04d6bb9b-1afd-4a08-9280-a8452c2039d7,0,NULL,0,NULL,NULL,NULL
04e3433a-c781-4573-be45-02ed6ce90fd7,0,NULL,0,NULL,NULL,NULL
04e88e5d-ff9a-4bc3-bd66-7c65d79b1cca,0,NULL,0,NULL,NULL,NULL
04e8d9dc-6843-45e5-af8c-50b89b56d55c,0,NULL,0,NULL,NULL,NULL
04f80147-cd5a-4d22-90e8-cc55e375067b,0,NULL,0,NULL,NULL,NULL
04fcd41f-dfb8-4f41-a068-4743117f779d,0,NULL,0,NULL,NULL,NULL
0507dbbf-c0ff-40f8-b9b3-b4caa2bc82e7,1,800.00,0.00,E22-05,Risk,Delinquent
051187de-af33-4ff4-9aba-d4d2d0e6ecad,0,NULL,0,NULL,NULL,NULL
0519fc9e-7ac9-4dd5-85ba-0b8f4c5daedf,0,NULL,0,NULL,NULL,NULL
052564cb-3c69-4982-91a3-903075c23aaa,0,NULL,0,NULL,NULL,NULL
05697c89-87b6-4c91-bc1d-095d86aac950,0,NULL,0,NULL,NULL,NULL
056f904a-d2b5-4a64-8712-fdf8802806db,0,NULL,0,NULL,NULL,NULL
057f0576-8576-4ef6-a15e-244af0ad3634,0,NULL,0,NULL,NULL,NULL
0584982e-2b5a-4dd3-9c79-a34e0d9c4897,0,NULL,0,NULL,NULL,NULL
058b0bd7-2f0c-4cde-bfe7-b8e3c41f89ef,0,NULL,0,NULL,NULL,NULL
05a3a1dd-ca20-4c23-958e-ec65cb7a9ab4,0,NULL,0,NULL,NULL,NULL
05c6dc83-9484-4b9b-9c8c-5f3b43deedb0,0,NULL,0,NULL,NULL,NULL
05dab1e6-2fbf-4e29-8529-fd11a57a788e,0,NULL,0,NULL,NULL,NULL
05db4c7e-a2d5-437a-81ea-133e9a002edb,0,NULL,0,NULL,NULL,NULL
05fd0fe7-7b40-4558-ae74-3716fc1e64bb,0,NULL,0,NULL,NULL,NULL
05fe0ab8-8521-4c3d-a544-432ea23a4282,0,NULL,0,NULL,NULL,NULL
05fe9594-fa08-4a92-9572-3f9b6aa07ee1,0,NULL,0,NULL,NULL,NULL
060acac5-f729-4177-94b9-709f950a3d27,0,NULL,0,NULL,NULL,NULL
060f35af-4f5c-4445-9cff-10c01837251a,0,NULL,0,NULL,NULL,NULL
062553f6-53ce-4d67-b0e9-db7a52d38d76,0,NULL,0,NULL,NULL,NULL
062fd300-0546-4b33-8ebb-39b72450509d,0,NULL,0,NULL,NULL,NULL
06375ddc-0a30-469d-9121-7f7cbc0adc4a,0,NULL,0,NULL,NULL,NULL
064ac6ab-6f5b-4a4c-8ddf-8509f382b83d,0,NULL,0,NULL,NULL,NULL
065a68f3-41b6-4762-892d-4c8ef7446b2e,0,NULL,0,NULL,NULL,NULL
06620760-af52-4f08-99fd-7ac9b2d76bb5,0,NULL,0,NULL,NULL,NULL
067f8859-b544-45cb-a9a0-54ab19051a1c,0,NULL,0,NULL,NULL,NULL
068543ed-46f5-48bf-9c22-8d0db793b449,0,NULL,0,NULL,NULL,NULL
0686dc54-bf23-4e34-aaad-7d9edef5111e,0,NULL,0,NULL,NULL,NULL
06945549-4530-4187-b4cc-3d60c07766db,0,NULL,0,NULL,NULL,NULL
0694bfbc-c1a1-43f4-98bd-55039ba525dd,0,NULL,0,NULL,NULL,NULL
069a33cc-48c4-4495-81a9-2bfa87a50919,1,12500.00,10660.00,24-93NA,Active,Current
06a0d2d7-0a11-4aec-99c2-e14edcb62fce,0,NULL,0,NULL,NULL,NULL
06b70444-d93e-45c1-9639-5465f093e219,0,NULL,0,NULL,NULL,NULL
06b84ad5-f6eb-4770-85ed-3fe265c58309,0,NULL,0,NULL,NULL,NULL
06b9c93a-ff0e-4e62-8a02-64017dfb8d1d,0,NULL,0,NULL,NULL,NULL
06bd80de-8254-4e74-9087-5784dc15d702,0,NULL,0,NULL,NULL,NULL
06c4b9a0-ef0d-4468-ad76-59ee43a42add,0,NULL,0,NULL,NULL,NULL
06c624e9-777c-4a70-8622-60ab624ed9de,0,NULL,0,NULL,NULL,NULL
06f2f008-52b6-4948-b68f-deb7689b01f2,0,NULL,0,NULL,NULL,NULL
06f8859b-b419-4f31-bdb2-41e7a6c35271,0,NULL,0,NULL,NULL,NULL
07112a86-ccf1-4042-adc3-b05a2e7050df,0,NULL,0,NULL,NULL,NULL
07271f6e-e964-4bab-9064-2eff3c22e1c3,0,NULL,0,NULL,NULL,NULL
072c0c39-7278-4698-a022-6179c794eddf,0,NULL,0,NULL,NULL,NULL
07390b80-26ec-45a9-afee-9a8dd910ef42,0,NULL,0,NULL,NULL,NULL
0742b49f-51d0-4879-8c09-2cc9a3d7bb63,1,12500.00,11160.00,24-33NA,Active,Current
0763b160-e6a5-4c26-b4d8-7e6e16fdfa1f,0,NULL,0,NULL,NULL,NULL
076e0c51-3a42-456c-a072-eb67fec3eaef,0,NULL,0,NULL,NULL,NULL
077463d9-c4ae-4aa5-89f8-177414c641ea,0,NULL,0,NULL,NULL,NULL
0778da96-ca64-4f86-9305-020b6d6d1c2d,0,NULL,0,NULL,NULL,NULL
0790f42b-7aa0-4b32-92bb-bd32e6e1a886,0,NULL,0,NULL,NULL,NULL
07b3d2e0-2903-4ea5-916d-0e5940ebe371,0,NULL,0,NULL,NULL,NULL
07b5f4d3-609b-4fab-b55b-2f7ff114bc1e,0,NULL,0,NULL,NULL,NULL
07b81fa1-ca0e-4935-8e04-61f7dd7fc8bb,0,NULL,0,NULL,NULL,NULL
07bc4fcb-81de-4792-84b8-c68fd76d65d9,0,NULL,0,NULL,NULL,NULL
07c50633-b42c-43ce-a179-be1955b88215,0,NULL,0,NULL,NULL,NULL
07e84ee3-25ac-41eb-b28e-4ece85ea8a00,0,NULL,0,NULL,NULL,NULL
07e858e6-1446-41c6-b4fd-ddda35139d3a,0,NULL,0,NULL,NULL,NULL
07ff75f0-354d-4c7e-a29d-2907541d2bff,0,NULL,0,NULL,NULL,NULL
08076265-3949-47b1-966f-ff06a845358d,0,NULL,0,NULL,NULL,NULL
0814eaa0-709f-45b9-a9ae-24df9832f871,0,NULL,0,NULL,NULL,NULL
081ad725-b5ef-4f8e-8d3f-348a86b0c0c7,0,NULL,0,NULL,NULL,NULL
081d0393-e52a-4937-9da6-a549f4afb470,0,NULL,0,NULL,NULL,NULL
08314e27-e38d-46ba-91cf-afeb6c3fc61c,0,NULL,0,NULL,NULL,NULL
0836304e-8ee6-4ec4-91be-c30075d66df3,0,NULL,0,NULL,NULL,NULL
083fe915-6b45-46ef-93ab-2a6caec57ac7,0,NULL,0,NULL,NULL,NULL
08412070-b8e8-468c-9729-3cbfdaddb538,0,NULL,0,NULL,NULL,NULL
08441306-d958-4a6f-a707-eee9de841227,0,NULL,0,NULL,NULL,NULL
08540278-e7e3-4730-b6c2-d42dca7ebd2b,0,NULL,0,NULL,NULL,NULL
085935b6-30c6-4476-bd4a-265a9f63e93b,0,NULL,0,NULL,NULL,NULL
0859e92b-4c48-42a5-bb18-ea32cfb2a1fd,0,NULL,0,NULL,NULL,NULL
085c8ced-0cfd-499d-b575-f83746c5e237,0,NULL,0,NULL,NULL,NULL
0864c908-9790-4092-9282-c8d08a8349e9,0,NULL,0,NULL,NULL,NULL
087f2c41-8e46-406e-b2dd-32f00dd0daef,0,NULL,0,NULL,NULL,NULL
08d99ca9-eeac-4c0f-b6ee-c69ed121d6cb,0,NULL,0,NULL,NULL,NULL
08db3d6f-2d2e-43c4-aec1-22eb9a8fa107,0,NULL,0,NULL,NULL,NULL
08e2c0c9-a5eb-4e2c-81d1-389146642711,0,NULL,0,NULL,NULL,NULL
08ec3549-ab48-4016-8f21-0bb015027b7d,0,NULL,0,NULL,NULL,NULL
090839ef-3556-40cf-b9ce-226b1496e59b,0,NULL,0,NULL,NULL,NULL
0909a2a0-69a3-4e3e-a0e2-62fa3776ed0e,0,NULL,0,NULL,NULL,NULL
0919b2a3-231e-43d5-859e-77de9638f77a,0,NULL,0,NULL,NULL,NULL
091f1fd1-86b7-40ef-a1e1-029c6c931e07,0,NULL,0,NULL,NULL,NULL
09293fcf-1f5f-4f97-894c-cc06a1a3999c,0,NULL,0,NULL,NULL,NULL
09294da7-13dc-4f50-b1c8-bbfdb760bf8e,0,NULL,0,NULL,NULL,NULL
092aa164-ce4c-4bc1-8aa8-50e2f4e94d41,0,NULL,0,NULL,NULL,NULL
09333bea-a0f0-44f4-ba8a-683e3779a4bf,0,NULL,0,NULL,NULL,NULL
093b4dbb-eb68-42ca-8ddb-9cd29bf94997,0,NULL,0,NULL,NULL,NULL
093e9daa-9021-4b15-a652-491e8a6e4d50,0,NULL,0,NULL,NULL,NULL
09489d79-1a5e-4c99-b744-11c6acadf7d5,0,NULL,0,NULL,NULL,NULL
095a1735-a41d-4474-80f4-9c118e786247,0,NULL,0,NULL,NULL,NULL
095c793b-152e-49c5-bc28-7817853aa45f,0,NULL,0,NULL,NULL,NULL
09651733-dfb4-4eea-a9f4-319ae342a875,0,NULL,0,NULL,NULL,NULL
0980880b-b553-44cc-9c3c-78c1deebd48e,0,NULL,0,NULL,NULL,NULL
09890703-39bb-4da4-b12e-0b0c3a400d27,0,NULL,0,NULL,NULL,NULL
0992b05f-2d30-41ed-bee2-218dcdfeb870,0,NULL,0,NULL,NULL,NULL
0996179b-3978-4bf2-bf0b-e7839977dc83,0,NULL,0,NULL,NULL,NULL
09bac16d-c464-4b92-ad0c-0bc0f02237bc,0,NULL,0,NULL,NULL,NULL
09e1d4bc-80b2-42fe-bac3-5ac16817a36e,0,NULL,0,NULL,NULL,NULL
09ea9bec-78c0-4365-9cf4-8b19dad41447,0,NULL,0,NULL,NULL,NULL
09f2b72e-dd8f-4de6-8f7b-0a4b2ea3a2a3,0,NULL,0,NULL,NULL,NULL
0a12db9d-9506-4328-95fc-71bc3799b4fc,0,NULL,0,NULL,NULL,NULL
0a15b2af-0658-4fd5-b182-0e14c7f1d008,0,NULL,0,NULL,NULL,NULL
0a188736-936e-4936-b928-229619b173a4,0,NULL,0,NULL,NULL,NULL
0a35c0d6-11fb-4b04-bf54-188b69fa5045,0,NULL,0,NULL,NULL,NULL
0a376d25-ac87-46f8-96ae-8bfb29eff7e8,0,NULL,0,NULL,NULL,NULL
0a419a90-772e-4cba-a2e1-f7e7d6be7362,0,NULL,0,NULL,NULL,NULL
0a4400e6-68ae-4734-ae41-faea68b35c9c,0,NULL,0,NULL,NULL,NULL
0a4ae1b3-e89b-4cb5-a17e-10aecf466ef7,0,NULL,0,NULL,NULL,NULL
0a5c7939-1926-4105-861b-acdd8e4c5228,0,NULL,0,NULL,NULL,NULL
0a60fc72-f850-4a65-aefa-192593882a59,0,NULL,0,NULL,NULL,NULL
0a680ded-76ae-49d9-ac66-d72912778762,0,NULL,0,NULL,NULL,NULL
0a6a85a1-cca6-4394-9a3e-f9ead12caedf,0,NULL,0,NULL,NULL,NULL
0a6a9889-12d0-410d-8841-a5d9a04a73b2,0,NULL,0,NULL,NULL,NULL
0a72ea0a-4ad9-479f-b7c8-68425bf3c442,0,NULL,0,NULL,NULL,NULL
0a80d3e6-ed6b-49e6-ac1f-59f75e2c11ae,0,NULL,0,NULL,NULL,NULL
0a87472d-3c7c-4ef2-8f68-55c97275e0d9,0,NULL,0,NULL,NULL,NULL
0a92c301-a473-4fbc-83a7-6be4b2ed2f95,0,NULL,0,NULL,NULL,NULL
0a9bf757-c8e0-4bda-a29d-964786340f84,0,NULL,0,NULL,NULL,NULL
0aa76c0e-9267-4bac-a4e4-a148d935548b,0,NULL,0,NULL,NULL,NULL
0aab8de7-ad16-4cce-8cad-c67011e786a7,0,NULL,0,NULL,NULL,NULL
0ab50176-32c4-4fde-9a16-e86e3e8c8157,0,NULL,0,NULL,NULL,NULL
0ab98139-d07a-48e3-9f24-e7463c8fc3cf,0,NULL,0,NULL,NULL,NULL
0ad3e36f-8c57-45e3-bd78-9882596fee74,0,NULL,0,NULL,NULL,NULL
0ad7a9fa-d27a-4ae9-a92c-30a86d0b0e2c,0,NULL,0,NULL,NULL,NULL
0adbdc57-7e13-46df-b50f-9b559e50492b,0,NULL,0,NULL,NULL,NULL
0b123f7c-552e-40d9-9510-2479ec1f0806,0,NULL,0,NULL,NULL,NULL
0b1342aa-ea00-4b40-a968-12bfc7deb6bb,0,NULL,0,NULL,NULL,NULL
0b23cb66-a649-4ae6-ab67-803ff8c27ef9,0,NULL,0,NULL,NULL,NULL
0b247206-6ffc-4f52-b072-fa90cdc9d6df,0,NULL,0,NULL,NULL,NULL
0b5b9f4c-355e-425c-81ea-90a8b9c589e9,0,NULL,0,NULL,NULL,NULL
0b7a473b-cf33-4f15-914f-8b2b71bbc010,0,NULL,0,NULL,NULL,NULL
0b85030c-2cff-493a-9e9f-126e008d8520,0,NULL,0,NULL,NULL,NULL
0b9a6561-75bd-412d-9403-4ca46994f474,0,NULL,0,NULL,NULL,NULL
0b9ee941-3b1f-4998-9e56-45274b60b064,0,NULL,0,NULL,NULL,NULL
0b9f2ec9-189a-42a2-a0e8-725ed56bf24d,0,NULL,0,NULL,NULL,NULL
0ba23e8f-294f-4755-89a7-133288f0d531,0,NULL,0,NULL,NULL,NULL
0bbf1312-ac69-4fc8-b490-100711559bba,0,NULL,0,NULL,NULL,NULL
0bc97613-9609-4c39-a076-934a36b749c0,0,NULL,0,NULL,NULL,NULL
0bcce632-dee1-44f0-ab90-2bdd2bf54a3b,0,NULL,0,NULL,NULL,NULL
0bf38163-4634-406a-a426-89a9ddfd4dcc,0,NULL,0,NULL,NULL,NULL
0bfc07e5-3821-4d38-8b6c-0f13582e3c83,0,NULL,0,NULL,NULL,NULL
0bfd81c2-2969-4377-870d-24e502c11f71,0,NULL,0,NULL,NULL,NULL
0c06440c-c2df-424c-a785-dbc9a6492d86,0,NULL,0,NULL,NULL,NULL
0c0b6ad7-df6d-4a9a-8892-9a816dd1f718,0,NULL,0,NULL,NULL,NULL
0c1ee2c7-aad1-44d2-8496-efeea34c263d,0,NULL,0,NULL,NULL,NULL
0c2bf6a0-5029-433b-91f1-7fde73090c16,0,NULL,0,NULL,NULL,NULL
0c305880-ad9d-4f71-8494-c0ae8be9e0ee,0,NULL,0,NULL,NULL,NULL
0c31ae76-e1ce-4515-b6ed-23fd28ce7dd9,0,NULL,0,NULL,NULL,NULL
0c36280b-e8ee-4a7c-a0b3-bbe61409ce41,0,NULL,0,NULL,NULL,NULL
0c3fd344-8563-49e0-ab94-16fe7a564b44,0,NULL,0,NULL,NULL,NULL
0c3fec3e-54c1-4499-a985-071d7f9fb05d,0,NULL,0,NULL,NULL,NULL
0c4337cf-1612-47ba-b2cc-9cb77acb9dfd,0,NULL,0,NULL,NULL,NULL
0c50316f-af33-4f01-a3aa-8cbd0bf1acb8,0,NULL,0,NULL,NULL,NULL
0c514c8e-ca2d-4424-927f-f3c459ae87a8,0,NULL,0,NULL,NULL,NULL
0c648492-42e2-47d9-9985-7d40d4bd2b66,0,NULL,0,NULL,NULL,NULL
0c78520c-f5af-4e83-b477-47c95534306f,0,NULL,0,NULL,NULL,NULL
0c7b5972-c9bc-49d5-8e18-3bc3d833304a,0,NULL,0,NULL,NULL,NULL
0c89e328-2381-4f64-9261-a20d7246158d,0,NULL,0,NULL,NULL,NULL
0c9343c5-0efd-454f-91b4-b0e359198207,0,NULL,0,NULL,NULL,NULL
0cc49199-1081-4376-8fc6-1ae6607c6a5a,0,NULL,0,NULL,NULL,NULL
0cc95c2a-87a2-441b-a888-a0e818fa2224,0,NULL,0,NULL,NULL,NULL
0cce3c39-3e63-4744-b189-a2732c537d7f,0,NULL,0,NULL,NULL,NULL
0cce59f3-5e8c-4a84-a4fe-f78ab51c65c1,0,NULL,0,NULL,NULL,NULL
0ce070ab-8be8-41be-8ba3-028156ddaae7,0,NULL,0,NULL,NULL,NULL
0cff1d36-d044-44bd-9e7b-670640034517,0,NULL,0,NULL,NULL,NULL
0d156369-fbeb-4bdb-9af1-364a5868b624,0,NULL,0,NULL,NULL,NULL
0d189384-2c9f-4c3a-a350-9f35485c6ae6,0,NULL,0,NULL,NULL,NULL
0d4a52b4-84d7-4cc0-9210-c0478dc97878,0,NULL,0,NULL,NULL,NULL
0d4dd6d3-fa4e-42b6-b849-43fbae344191,0,NULL,0,NULL,NULL,NULL
0d56aaab-5130-43dd-805b-28b268e5897c,0,NULL,0,NULL,NULL,NULL
0d8e375c-7ba4-430d-b29c-dd7364125aa6,0,NULL,0,NULL,NULL,NULL
0db452ef-643d-46bb-a8f3-41c534281c49,0,NULL,0,NULL,NULL,NULL
0dc8e8ce-9fb4-428e-b22c-a350a1842162,0,NULL,0,NULL,NULL,NULL
0dcf54d6-516c-422a-8d6c-e9ca84939638,0,NULL,0,NULL,NULL,NULL
0dd04422-fed0-47be-bc30-e3056d990288,1,12000.00,10400.00,24-110NA,Risk,Late
0dd062ef-cc36-4d29-b65c-b35568695cd6,0,NULL,0,NULL,NULL,NULL
0de60d89-6104-4a78-b835-1735663aff05,0,NULL,0,NULL,NULL,NULL
0df6bad3-8549-4089-9f0c-eab13ff20da0,0,NULL,0,NULL,NULL,NULL
0e16ee9c-5944-40ce-a3a7-929145a4f856,0,NULL,0,NULL,NULL,NULL
0e2b729e-4be4-4a96-a434-60045ec699af,1,13000.0,0,25-78,Paid,Paid
0e4c2870-5cbe-4cac-8ff8-5acb5bceb37d,0,NULL,0,NULL,NULL,NULL
0e5bd41b-4124-46cc-af94-854851de9c84,0,NULL,0,NULL,NULL,NULL
0e622aee-20d2-4181-bea1-c2c2f15d1dac,0,NULL,0,NULL,NULL,NULL
0e7d32f5-bfe5-4811-a508-d41be19e906b,0,NULL,0,NULL,NULL,NULL
0e916042-b7f7-4d72-a3fc-f1e6e8139e7b,0,NULL,0,NULL,NULL,NULL
0e9b0ad9-fefe-47a1-aae8-039f89cc1fb8,0,NULL,0,NULL,NULL,NULL
0ebd753b-2524-4fa7-ab6c-e476a8d549e8,0,NULL,0,NULL,NULL,NULL
0ebdbe56-eb9b-4106-9f8c-3da8d625c2e0,0,NULL,0,NULL,NULL,NULL
0ed415fc-fdc9-4a43-a08c-c591e947f15f,0,NULL,0,NULL,NULL,NULL
0edd41b8-9927-40e3-b058-fd22064eeb0e,0,NULL,0,NULL,NULL,NULL
0eedd6be-8630-41d3-9af3-ff4842fff23e,0,NULL,0,NULL,NULL,NULL
0efd1487-9498-41c3-b059-00015088a6cc,0,NULL,0,NULL,NULL,NULL
0f0e641a-9a64-4cfb-a20b-f69c908716dc,0,NULL,0,NULL,NULL,NULL
0f18554b-15a5-42ed-ba9e-e4bc84211ff7,0,NULL,0,NULL,NULL,NULL
0f2fb85a-0681-4efa-8462-15e9b248571f,1,13000.00,9500.00,25-38,Active,Current
0f30102c-6f8f-4cb6-abf1-44e9a7ddba91,0,NULL,0,NULL,NULL,NULL
0f361afd-a7d0-42d9-affd-5f8dad9c1403,0,NULL,0,NULL,NULL,NULL
0f65d027-a67e-422c-9fb5-c227b815edaa,0,NULL,0,NULL,NULL,NULL
0f6e01a1-92c8-4acf-b25a-73c1b7155e28,0,NULL,0,NULL,NULL,NULL
0f86f2d1-c5fb-4835-83fd-80e20f15ef75,2,30000.00,2000.00,25-45,Risk,Paid
0f9a4947-c90e-4b5b-946b-84dfde38d3ba,0,NULL,0,NULL,NULL,NULL
0fa4ee5a-c2e4-4cb9-860d-c345516e91cf,0,NULL,0,NULL,NULL,NULL
0fb12557-fc42-4011-9dcd-5b2483760e8f,0,NULL,0,NULL,NULL,NULL
